,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
3859,Haidar_Bagir,Merasa suci itu kotor. Merasa baik itu buruk. Merasa alim itu bodoh. Merasa rendah hati itu sombong. Merasa ikhlas itu tidak ikhlas. Merasa takwa itu hawa nafsu. Merasa jadi sufi itu lawannya sufi. Kebaikan itu adlh tak merasa baik saat berbuat baik->berbuat baik tanpa merasa baik,12/9/19 6:49,tirtanirmaya9,"Merasa ini/merasa itu yg ada dlm hati kita adalah""bisikan si hawa napsu""{setan},disinilah lihainya setan mengelabui kita,ditumbuhkannya ""perasaan ini/itu"" dihati kita,agar kita merasa sdh dekat dgn Allah{pd hal msh sangat jauh dr Allah}.",12/9/19 8:10,"['merasa', 'suci', 'itu', 'kotor', 'merasa', 'baik', 'itu', 'buruk', 'merasa', 'alim', 'itu', 'bodoh', 'merasa', 'rendah', 'hati', 'itu', 'sombong', 'merasa', 'ikhlas', 'itu', 'tidak', 'ikhlas', 'merasa', 'takwa', 'itu', 'hawa', 'nafsu', 'merasa', 'jadi', 'sufi', 'itu', 'lawannya', 'sufi', 'kebaikan', 'itu', 'adalah', 'tak', 'merasa', 'baik', 'saat', 'berbuat', 'baik', 'berbuat', 'baik', 'tanpa', 'merasa', 'baik']","['merasa', 'ini', 'merasa', 'itu', 'yang', 'ada', 'dalam', 'hati', 'kita', 'adalah', 'bisikan', 'si', 'hawa', 'napsu', 'setan', 'disinilah', 'lihainya', 'setan', 'mengelabui', 'kita', 'ditumbuhkannya', 'perasaan', 'ini', 'itu', 'dihati', 'kita', 'agar', 'kita', 'merasa', 'sudah', 'dekat', 'dengan', 'allah', 'pada', 'hal', 'masih', 'sangat', 'jauh', 'dokter', 'allah']"
3860,PratamaMario,belum punya mobil udah mikirin plat nomornya.. emg gw mah jago ngayal ,12/7/19 8:22,w_ulaan,ENTP gank,12/7/19 8:56,"['belum', 'punya', 'mobil', 'sudah', 'mikirin', 'plat', 'nomornya', 'memang', 'gue', 'mah', 'jago', 'ngayal']","['entp', 'gank']"
3861,chicohakim,Kecerdasan akademis memang terlalu dilebih-lebihkan.,12/1/19 8:36,anandasukarlan,Masih mending kalau cerdas. Kadang2 cuma gelarnya yg notabene skrg bisa beli online,12/1/19 9:01,"['kecerdasan', 'akademis', 'memang', 'terlalu', 'dilebih', 'lebihkan']","['masih', 'mending', 'kalau', 'cerdas', 'kadang2', 'cuma', 'gelarnya', 'yang', 'notabene', 'sekarang', 'bisa', 'beli', 'online']"
3862,haiyoel,"GOPAY GIVEAWAY. 50RIBU, 3 PEMENANG 1. Follow gue boleh, ga jg gpp 2. Reply dengan hal yang bikin bersyukur di 2019. Diumumin besok, Goodluck!",12/31/19 4:57,haiyoel,"Banyak ya yang respon, seneng banget saling menyebarkan aura positif! Bersyukur ternyata ga butuh yang ribet namun sederhana kan?",12/31/19 7:36,"['gopay', 'giveaway', '50ribu', '3', 'pemenang', '1', 'follow', 'gue', 'boleh', 'enggak', 'juga', 'enggak apa-apa', '2', 'reply', 'dengan', 'hal', 'yang', 'bikin', 'bersyukur', 'di', '2019', 'diumumin', 'besok', 'goodluck']","['banyak', 'ya', 'yang', 'respon', 'senang', 'banget', 'saling', 'menyebarkan', 'aura', 'positif', 'bersyukur', 'ternyata', 'enggak', 'butuh', 'yang', 'ribet', 'namun', 'sederhana', 'kan']"
3863,Kuresshendo02,Makasi ya yg udah dateng nonton Pajama. Kalian gokil hari ini haha. Energinya mantap. Semoga Tuhan balas dengan segala kebaikan untuk kalian yg selalu support academy. Berjumpa ditahun depan. Happy holiday all. God bless ,12/27/19 6:06,AndreasadiantoO,"Semangat TerusKo @Kuresshendo02 untuk Mengajarkan dan Membantu Anak-Anak Academy.Sebelumnya Aku Ucapkan Merry Chrismast 2019 and Happy New Year 2020Trims Ko @Kuresshendo02 ",12/27/19 9:46,"['terima kasih', 'ya', 'yang', 'sudah', 'datang', 'menonton', 'pajama', 'kalian', 'gila', 'hari', 'ini', 'haha', 'energinya', 'mantap', 'semoga', 'tuhan', 'balas', 'dengan', 'segala', 'kebaikan', 'untuk', 'kalian', 'yang', 'selalu', 'support', 'academy', 'berjumpa', 'ditahun', 'depan', 'happy', 'holiday', 'all', 'god', 'bless']","['semangat', 'terus', 'kok', 'untuk', 'mengajarkan', 'dan', 'membantu', 'anak', 'anak', 'academy', 'sebelumnya', 'aku', 'ucapkan', 'merry', 'chrismast', '2019', 'and', 'happy', 'new', 'year', '2020', 'terima kasih', 'kok']"
3864,renjunruu,"Hallo.  Aku bulan September lalu disituasi seperti ini, aku 'sampir' saja bunuh diri dan sudah mau jatuh dr FlyOver disalah satu kawasan daerah Jakarta Timur. tapi rencana itu gagal setelah teman  ""online ku"" datang jauh2 dr depok cuma mau nyelametin aku. Btw makasih videonya ^^",12/29/19 6:00,renjunruu,"Dan akhirnya dia jelasin panjang lebar kalau aku gabolrh suicide dngn car sprt ini. Dia bikin aku jd kuat krna ak udah kehilangan segalanya (trmsk my family), jd aku mutusin buat pergi dr zona nyamanku dan hidup sprt sekarang. Menjadi seorang fangirl kembali.",12/29/19 6:54,"['halo', 'aku', 'bulan', 'september', 'lalu', 'disituasi', 'seperti', 'ini', 'aku', 'sampir', 'saja', 'bunuh', 'diri', 'dan', 'sudah', 'mau', 'jatuh', 'dokter', 'flyover', 'disalah', 'satu', 'kawasan', 'daerah', 'jakarta', 'timur', 'tapi', 'rencana', 'itu', 'gagal', 'setelah', 'teman', 'online', 'ku', 'datang', 'jauh2', 'dokter', 'depok', 'cuma', 'mau', 'nyelametin', 'aku', 'btw', 'terima kasih', 'videonya']","['dan', 'akhirnya', 'dia', 'jelasin', 'panjang', 'lebar', 'kalau', 'aku', 'gabolrh', 'suicide', 'dngn', 'car', 'seperti', 'ini', 'dia', 'bikin', 'aku', 'jadi', 'kuat', 'karena', 'aku', 'sudah', 'kehilangan', 'segalanya', 'trmsk', 'my', 'family', 'jadi', 'aku', 'mutusin', 'buat', 'pergi', 'dokter', 'zona', 'nyamanku', 'dan', 'hidup', 'seperti', 'sekarang', 'menjadi', 'seorang', 'fangirl', 'kembali']"
3865,naaazzzs,kosong hati kayak isi dompet,12/25/19 7:09,bacotgaynn,KANANAZ MISALKAN NNTI ADA TOUR NYA @justinbieber DI INDO PLS ADAIN GA TIKETNYA,12/25/19 7:25,"['kosong', 'hati', 'kayak', 'isi', 'dompet']","['kananaz', 'misalkan', 'nanti', 'ada', 'tour', 'nya', 'di', 'indonesia', 'pls', 'mengadakan', 'enggak', 'tiketnya']"
3866,cil_cillaa,Tdur baru bisa jam 00.00 itu napa yak ?? ,12/21/19 8:28,Yogabadawi1,Mungkin nungguin sapa yang ulang tahun di pertengahan malam setiap harinya ,12/21/19 8:54,"['tidur', 'baru', 'bisa', 'jam', '00', '00', 'itu', 'kenapa', 'ya']","['mungkin', 'menunggu', 'sapa', 'yang', 'ulang', 'tahun', 'di', 'pertengahan', 'malam', 'setiap', 'harinya']"
3867,iimfahima,"Btw ini bukan berarti sy bilang homeschooling paling bener ya.  Tergantung kebutuhan anaknya. Homeschooling itu PR besar buat ortu. Ngga hanya butuh uang lebih, tp juga ilmu dan kehadiran ortu yg total. Tanpa 3 itu,  ga jalan.",12/13/19 2:46,iimfahima,"Itu si Kakak,  udah 12 tahun,  lebih gede dari ibunya. Adek 6 tahun,  cita2nya jadi imam Masjidil Haram",12/13/19 3:18,"['btw', 'ini', 'bukan', 'berarti', 'saya', 'bilang', 'homeschooling', 'paling', 'benar', 'ya', 'tergantung', 'kebutuhan', 'anaknya', 'homeschooling', 'itu', 'pr', 'besar', 'buat', 'orang tua', 'enggak', 'hanya', 'butuh', 'uang', 'lebih', 'tapi', 'juga', 'ilmu', 'dan', 'kehadiran', 'orang tua', 'yang', 'total', 'tanpa', '3', 'itu', 'enggak', 'jalan']","['itu', 'si', 'kakak', 'sudah', '12', 'tahun', 'lebih', 'gede', 'dari', 'ibunya', 'adek', '6', 'tahun', 'cita2nya', 'jadi', 'imam', 'masjidil', 'haram']"
3868,saefolld66611,"Pekerjaan sebanyak apapun ,kalau cuma di liatin doang,itu akan terasa lebih ringan",12/11/19 5:54,AlfiNurul20,Gitu ya,12/11/19 6:00,"['pekerjaan', 'sebanyak', 'apapun', 'kalau', 'cuma', 'di', 'perlihatkan', 'doang', 'itu', 'akan', 'terasa', 'lebih', 'ringan']","['begitu', 'ya']"
3869,just_kopiguy,Hidup tak sependek penis laki-laki.,12/9/19 6:45,mastulus03,Blm pernah dpt yg panjang?,12/9/19 8:10,"['hidup', 'tak', 'sependek', 'penis', 'laki', 'laki']","['belum', 'pernah', 'dapat', 'yang', 'panjang']"
3870,Kuresshendo02,Hush! Mulut adalah doa ,12/7/19 8:13,F_OllaJKT48,Marahin  koh,12/7/19 8:56,"['hush', 'mulut', 'adalah', 'doa']","['marahin', 'koh']"
3871,Apni,Kami mohon maaf untuk penonton di luar Jakarta tidak dapat melanjutkan menyaksikan pertandingan NOR vs ARS. Ada masalah tekhnis. Kami sedang memgatasinya. Sekali lagi mohon maaf.,12/1/19 7:25,lea_afc,Di jateng ada beberapa daerah yg tidak bisa menyaksikan @TVRINasional sudah hampir seminggu ini,12/1/19 9:01,"['kami', 'mohon', 'maaf', 'untuk', 'penonton', 'di', 'luar', 'jakarta', 'tidak', 'dapat', 'melanjutkan', 'menyaksikan', 'pertandingan', 'nor', 'vs', 'ars', 'ada', 'masalah', 'tekhnis', 'kami', 'sedang', 'memgatasinya', 'sekali', 'lagi', 'mohon', 'maaf']","['di', 'jateng', 'ada', 'beberapa', 'daerah', 'yang', 'tidak', 'bisa', 'menyaksikan', 'sudah', 'hampir', 'seminggu', 'ini']"
3872,gashiaaap,2019 berasa sebentar banget. aseli.,12/31/19 3:44,inrihaa,"Koh kenapa nasi kulit syuurga rekomendasi kokoh beneran enak, gapaham lagi sama reviewnya gapernah tipu2.. thankyou atas semua rekomendasi makanan enak ditahun 2019 ini! Goodjob koh victor sama ko andy",12/31/19 3:53,"['2019', 'berasa', 'sebentar', 'banget', 'aseli']","['koh', 'kenapa', 'nasi', 'kulit', 'syuurga', 'rekomendasi', 'kokoh', 'benaran', 'enak', 'gapaham', 'lagi', 'sama', 'reviewnya', 'enggak pernah', 'tipu2', 'thankyou', 'atas', 'semua', 'rekomendasi', 'makanan', 'enak', 'ditahun', '2019', 'ini', 'goodjob', 'koh', 'victor', 'sama', 'kok', 'andy']"
3873,Pinnosans1,Kayanya gue udah ada difase butuh suami karena butuh teman bobo biar gak begadang mulu____-,12/27/19 5:53,roy_agustyan, : kalau aku jadi suami mu aku nurut baget deh ,12/27/19 6:24,"['kayanya', 'gue', 'sudah', 'ada', 'difase', 'butuh', 'suami', 'karena', 'butuh', 'teman', 'bobo', 'biar', 'enggak', 'begadang', 'mulu']","['kalau', 'aku', 'jadi', 'suami', 'mu', 'aku', 'nurut', 'banget', 'deh']"
3874,fajarnugros,"Mau ada Bu Susi atau tidak kan kita punya ANGKATAN LAUT bukan? Ada kapal asing ya mestinya, otomatis.",12/29/19 5:48,ElynHandayani,"Tidak perlu surat izin utk menenggelamkan kapal asing yg merampok hasil bumi indonesia, seharusnya aparatur negara bekerja sesuai poksi nya masing"".",12/29/19 13:37,"['mau', 'ada', 'bu', 'susi', 'atau', 'tidak', 'kan', 'kita', 'punya', 'angkatan', 'laut', 'bukan', 'ada', 'kapal', 'asing', 'ya', 'mestinya', 'otomatis']","['tidak', 'perlu', 'surat', 'izin', 'untuk', 'menenggelamkan', 'kapal', 'asing', 'yang', 'merampok', 'hasil', 'bumi', 'indonesia', 'seharusnya', 'aparatur', 'negara', 'bekerja', 'sesuai', 'poksi', 'nya', 'masing']"
3875,hasief,"Di antara tiga album era kejayaan Blink-182, ini nomor satu bagi gue, baru Enema of the State dan terakhir Take Off Your Pants and Jacket.",12/25/19 6:20,katadochi,"Yup, dan gue butuh berulang2 dengerin baru bisa masuk, dan ternyata ini ga bisa dikejar sama album2 setelahnya. This was a whole different level.",12/25/19 7:25,"['di', 'antara', 'tiga', 'album', 'era', 'kejayaan', 'blink', '182', 'ini', 'nomor', 'satu', 'bagi', 'gue', 'baru', 'enema', 'of', 'the', 'state', 'dan', 'terakhir', 'take', 'off', 'your', 'pants', 'and', 'jacket']","['ya', 'dan', 'gue', 'butuh', 'berulang2', 'dengerin', 'baru', 'bisa', 'masuk', 'dan', 'ternyata', 'ini', 'enggak', 'bisa', 'dikejar', 'sama', 'album2', 'setelahnya', 'this', 'was', 'a', 'whole', 'different', 'level']"
3876,bebasberkembang,"jika politik tak terlepaskan dari keinginan berkuasa, apakah cinta juga demikian?",12/21/19 8:00,firmansyahnu,Apakah politik melulu soal kekuasaan?,12/21/19 8:54,"['jika', 'politik', 'tak', 'terlepaskan', 'dari', 'keinginan', 'berkuasa', 'apakah', 'cinta', 'juga', 'demikian']","['apakah', 'politik', 'melulu', 'soal', 'kekuasaan']"
3877,iimfahima,"Pararel sy riset sekolah, dari yg kurikulum IB, Cambridge, Nasional,  gabungan,  dll. Ketemu sejumlah pakar pendidikan anak juga. Ikhtiar fisik lah. Spiritual dan Fisik,  semua jalan. Tapi ikhtiar spiritual mendahului ikhitiar fisik. Hingga suatu titik ...",12/13/19 2:08,iimfahima,"... Ada teman crita soal home schooling. Singkat crita,  saya riset lagi. Banyak hal. Hasil riset saya share ke si Kakak,  saya minta dia yg putuskan sekolah apa yg dia mau. Si Kakak akhirnya pilih homeschooling. Biar bs fokus ke minatnya,  olahraga dan musik.",12/13/19 3:18,"['pararel', 'saya', 'riset', 'sekolah', 'dari', 'yang', 'kurikulum', 'ib', 'cambridge', 'nasional', 'gabungan', 'dll', 'ketemu', 'sejumlah', 'pakar', 'pendidikan', 'anak', 'juga', 'ikhtiar', 'fisik', 'lah', 'spiritual', 'dan', 'fisik', 'semua', 'jalan', 'tapi', 'ikhtiar', 'spiritual', 'mendahului', 'ikhitiar', 'fisik', 'hingga', 'suatu', 'titik']","['ada', 'teman', 'crita', 'soal', 'home', 'schooling', 'singkat', 'crita', 'saya', 'riset', 'lagi', 'banyak', 'hal', 'hasil', 'riset', 'saya', 'share', 'ke', 'si', 'kakak', 'saya', 'minta', 'dia', 'yang', 'putuskan', 'sekolah', 'apa', 'yang', 'dia', 'mau', 'si', 'kakak', 'akhirnya', 'pilih', 'homeschooling', 'biar', 'bisa', 'fokus', 'ke', 'minatnya', 'olahraga', 'dan', 'musik']"
3878,AbuabuKita,Besok otw lagi ke tenggarang 4hri di tanggerang ada yg ngajakin gak yaa..kasian bgt si ayah gak ada yg nyolek nyolek,12/11/19 5:30,an_dini3833,Colek ah,12/11/19 6:00,"['besok', 'otw', 'lagi', 'ke', 'tenggarang', '4hri', 'di', 'tanggerang', 'ada', 'yang', 'ngajakin', 'enggak', 'ya', 'kasihan', 'banget', 'si', 'ayah', 'enggak', 'ada', 'yang', 'nyolek', 'nyolek']","['colek', 'ah']"
3879,priboemiasli,Agama mane yg ngajarin BUNUH?,12/9/19 6:42,Zaxian3,"Kalimat si nenek ngaco. Padahal dalam pelajaran dan ajaran agama ada budi pekerti, sopan santun, adap dan tata krama",12/9/19 9:11,"['agama', 'mane', 'yang', 'mengajari', 'bunuh']","['kalimat', 'si', 'nenek', 'mengaco', 'padahal', 'dalam', 'pelajaran', 'dan', 'ajaran', 'agama', 'ada', 'budi', 'pekerti', 'sopan', 'santun', 'adap', 'dan', 'tata', 'krama']"
3880,Naufaldi0107,Apud bukan empud he he tapi yang legend mabg darma di stasiun sekarang anaknya dan di krucuk arah pesisir,12/7/19 8:10,yarachantique,Oiyaaa H. Apud ,12/7/19 8:14,"['apud', 'bukan', 'empud', 'he', 'he', 'tapi', 'yang', 'legend', 'mabg', 'darma', 'di', 'stasiun', 'sekarang', 'anaknya', 'dan', 'di', 'krucuk', 'arah', 'pesisir']","['oiyaaa', 'h', 'apud']"
3881,RickySiahaan,Dulu awal tahun 2000an budaya pensi marak di Indonesia. Tahun 2006 sempat ada pensi SMA di senayan rusuh sampai ada penjarahan. Semenjak itu pensi sempat mati bertahun-tahun karena ijin susah.,12/1/19 7:24,I_P_U_N_G_,"Rusuh disaat berbagai genre musik di indonesia tumbuh pesat, kemudian di babad habis oleh melayu",12/1/19 7:27,"['dulu', 'awal', 'tahun', '2000an', 'budaya', 'pensi', 'marak', 'di', 'indonesia', 'tahun', '2006', 'sempat', 'ada', 'pensi', 'sama', 'di', 'senayan', 'rusuh', 'sampai', 'ada', 'penjarahan', 'semenjak', 'itu', 'pensi', 'sempat', 'mati', 'bertahun', 'tahun', 'karena', 'ijin', 'susah']","['rusuh', 'disaat', 'berbagai', 'genre', 'musik', 'di', 'indonesia', 'tumbuh', 'pesat', 'kemudian', 'di', 'babad', 'habis', 'oleh', 'melayu']"
3882,tama_gochi14,Malam taun baruan ujan. Mantep mantep nya semakin mantep..,12/31/19 2:53,ansori_anso,enak yg ada doi mah wkwk,12/31/19 3:53,"['malam', 'tahun', 'baruan', 'ujan', 'mantap', 'mantap', 'nya', 'semakin', 'mantap']","['enak', 'yang', 'ada', 'doi', 'mah', 'wkwk']"
3883,Intanfkm,"Beli di shopee kalo ga salah di beauty lovin, 200rban. Di bglow sama yeppene juga adaaa -s",12/27/19 5:04,hayuatuhhdude,Itu kentel nder apa gimana?,12/27/19 6:24,"['beli', 'di', 'shopee', 'kalo', 'enggak', 'salah', 'di', 'beauty', 'lovin', '200rban', 'di', 'bglow', 'sama', 'yeppene', 'juga', 'adaaa', 's']","['itu', 'kentel', 'nder', 'apa', 'bagaimana']"
3884,iimfahima,"Dr pengalamanku, ndak selalu niatnya salah. Bisa juga krn gap yang jauh. Jangankan gue yg bloon dan penuh dosa, itu para ulama di sosmed juga ga bebas dari disalahpahami dan dimaki",12/29/19 5:45,mardiasih,"Kalo gap yg jauh biasanya yg menyalahpahami kayak 5% dari 100% gitu mommy. Tapi kalo yg salah paham ternyata 70% dan pesannya kabur, bur, bur, layak evaluasi deh ",12/29/19 13:37,"['dokter', 'pengalamanku', 'indak', 'selalu', 'niatnya', 'salah', 'bisa', 'juga', 'karena', 'gap', 'yang', 'jauh', 'jangankan', 'gue', 'yang', 'bloon', 'dan', 'penuh', 'dosa', 'itu', 'para', 'ulama', 'di', 'sosmed', 'juga', 'enggak', 'bebas', 'dari', 'disalahpahami', 'dan', 'dimaki']","['kalo', 'gap', 'yang', 'jauh', 'biasanya', 'yang', 'menyalahpahami', 'kayak', '5', 'dari', '100', 'begitu', 'mommy', 'tapi', 'kalo', 'yang', 'salah', 'paham', 'ternyata', '70', 'dan', 'pesannya', 'kabur', 'bur', 'bur', 'layak', 'evaluasi', 'deh']"
3885,Putraprtma5353,Pgn ruqyah tp takut setannya ngomong yang kaga2,12/25/19 6:08,golmoon_,Setan suka jujur ada baiknya wkwk,12/25/19 6:22,"['pengin', 'ruqyah', 'tapi', 'takut', 'setannya', 'mengomong', 'yang', 'kaga2']","['setan', 'suka', 'jujur', 'ada', 'baiknya', 'wkwk']"
3886,Pinnosans1,Selamat hari ibu untuk diriku sendiri. Semoga semakin kuat mental dan fisik  jadi ibu sekaligus ayah untuk anakku.,12/21/19 8:00,paidjo0,"Aamiin.., selamat hari ibu",12/21/19 8:54,"['selamat', 'hari', 'ibu', 'untuk', 'diriku', 'sendiri', 'semoga', 'semakin', 'kuat', 'mental', 'dan', 'fisik', 'jadi', 'ibu', 'sekaligus', 'ayah', 'untuk', 'anakku']","['amin', 'selamat', 'hari', 'ibu']"
3887,iimfahima,"Sejak saat itu,  saya ga ada tuntutan akademis sama sekali. Yg penting dia happy. Masuk sekolah telat mulu biarin. I follow her rhythm. Sambil tiap malam tahajud, nangis minta pentunjuk hrs gimana mengurus si Kakak. Minta petunjuk sekolah yg terbaik,  utk dunianya akhiratnya.",12/13/19 2:05,iimfahima,"Pararel sy riset sekolah, dari yg kurikulum IB, Cambridge, Nasional,  gabungan,  dll. Ketemu sejumlah pakar pendidikan anak juga. Ikhtiar fisik lah. Spiritual dan Fisik,  semua jalan. Tapi ikhtiar spiritual mendahului ikhitiar fisik. Hingga suatu titik ...",12/13/19 3:18,"['sejak', 'saat', 'itu', 'saya', 'enggak', 'ada', 'tuntutan', 'akademis', 'sama', 'sekali', 'yang', 'penting', 'dia', 'happy', 'masuk', 'sekolah', 'telat', 'mulu', 'biarkan', 'i', 'follow', 'her', 'rhythm', 'sambil', 'tiap', 'malam', 'tahajud', 'menangis', 'minta', 'pentunjuk', 'harus', 'bagaimana', 'mengurus', 'si', 'kakak', 'minta', 'petunjuk', 'sekolah', 'yang', 'terbaik', 'untuk', 'dunianya', 'akhiratnya']","['pararel', 'saya', 'riset', 'sekolah', 'dari', 'yang', 'kurikulum', 'ib', 'cambridge', 'nasional', 'gabungan', 'dll', 'ketemu', 'sejumlah', 'pakar', 'pendidikan', 'anak', 'juga', 'ikhtiar', 'fisik', 'lah', 'spiritual', 'dan', 'fisik', 'semua', 'jalan', 'tapi', 'ikhtiar', 'spiritual', 'mendahului', 'ikhitiar', 'fisik', 'hingga', 'suatu', 'titik']"
3888,raynoldsurbakti,Filokopi sofi,12/11/19 4:55,siniconic,S copy segere loh yowh #burunghantu #ghostrider,12/11/19 4:58,"['filokopi', 'sofi']","['s', 'copy', 'segere', 'loh', 'yowh']"
3889,edimaha233,"Udah lama dinda, sejak kita bahas soal dia bawa proposal ke blok M tahun 2010 an",12/9/19 6:37,EnggalPMT,Waduu kebuka deh ,12/9/19 6:37,"['sudah', 'lama', 'dinda', 'sejak', 'kita', 'bahas', 'soal', 'dia', 'bawa', 'proposal', 'ke', 'blok', 'sama', 'tahun', '2010', 'an']","['waduu', 'kebuka', 'deh']"
3890,deathrockstar,Iya generasi tuanya aja diskusinya di gadget.,12/7/19 8:06,annsdj_,"pinter2 nya si pengguna gadget sih, kalo lagi sendiri boleh lah main gadget beda lagi kalo lagi kumpul sama orang",12/8/19 7:22,"['iya', 'generasi', 'tuanya', 'saja', 'diskusinya', 'di', 'gadget']","['pinter2', 'nya', 'si', 'pengguna', 'gadget', 'sih', 'kalo', 'lagi', 'sendiri', 'boleh', 'lah', 'main', 'gadget', 'beda', 'lagi', 'kalo', 'lagi', 'kumpul', 'sama', 'orang']"
3891,RickySiahaan,"Miris dengan kerusuhan semalam di musikologi. Perusuh mungkin cuma mikir. ÛÏGue dirugikan, sekarang gue balas.Û Padahal dampak buruknya lebih dari itu. Rusuh Metallica 1993, setelah itu perijinan dipersulit hingga baru tahun 2005 ada konser metal internasional lagi di Jakarta",12/1/19 7:22,deathcrvsh_,pdhl adrenalin merusuh udah menyenangkan,12/1/19 7:27,"['miris', 'dengan', 'kerusuhan', 'semalam', 'di', 'musikologi', 'perusuh', 'mungkin', 'cuma', 'mikir', 'gue', 'dirugikan', 'sekarang', 'gue', 'balas', 'padahal', 'dampak', 'buruknya', 'lebih', 'dari', 'itu', 'rusuh', 'metallica', '1993', 'setelah', 'itu', 'perijinan', 'dipersulit', 'hingga', 'baru', 'tahun', '2005', 'ada', 'konser', 'metal', 'internasional', 'lagi', 'di', 'jakarta']","['padahal', 'adrenalin', 'merusuh', 'sudah', 'menyenangkan']"
3892,aldxnmr,"Aku kira aku udah paling goblok, ternyata allah nyemangatin aku lewat kamu, tub.",12/31/19 3:35,aldxnmr,"rame amat, apa g mao mutualan gt?",12/31/19 3:53,"['aku', 'kira', 'aku', 'sudah', 'paling', 'goblok', 'ternyata', 'allah', 'nyemangatin', 'aku', 'lewat', 'kamu', 'tub']","['rame', 'amat', 'apa', 'enggak', 'mau', 'mutualan', 'begitu']"
3893,SaikoDamai,"Baru menjabat beberapa minggu, Kapolri kita ini diakui sangat HEBAT karena berhasil menangkap pelaku penyiraman air keras kepada Sdr. Novel Baswedan... Tak banyak bicara dan koar koar tapi hasilnya Lhooo...Kita tunggu apa niat pelaku yang keduanya POLISI AKTIF...",12/27/19 4:42,Martoyo81Sri,"Logika sederhana, Oknum anggota polisi aktif sebagai pelaku...Apa mungkin korbanin karir, cuma menjalankan perintah konyol.Harus diusut tuntas...jangan biarkan , oknum aparat jadi alat eksekusi perintah konyol.#Coba,pikir_aja_sendiri.....",12/27/19 4:58,"['baru', 'menjabat', 'beberapa', 'minggu', 'kapolri', 'kita', 'ini', 'diakui', 'sangat', 'hebat', 'karena', 'berhasil', 'menangkap', 'pelaku', 'penyiraman', 'air', 'keras', 'kepada', 'sdr', 'novel', 'baswedan', 'tak', 'banyak', 'bicara', 'dan', 'koar', 'koar', 'tapi', 'hasilnya', 'lhooo', 'kita', 'tunggu', 'apa', 'niat', 'pelaku', 'yang', 'keduanya', 'polisi', 'aktif']","['logika', 'sederhana', 'oknum', 'anggota', 'polisi', 'aktif', 'sebagai', 'pelaku', 'apa', 'mungkin', 'korbanin', 'karir', 'cuma', 'menjalankan', 'perintah', 'konyol', 'harus', 'diusut', 'tuntas', 'jangan', 'biarkan', 'oknum', 'aparat', 'jadi', 'alat', 'eksekusi', 'perintah', 'konyol', 'pikir', 'saja', 'sendiri']"
3894,Fach_rozy17,"Sekuat apapun usaha mu untuk bersama, jika tidak sefreskuensi maka akan sia-sia. Tidak akan ketemu,-",12/29/19 5:38,dewiaudryn,"Waduuuh njero ;"")",12/29/19 7:19,"['sekuat', 'apapun', 'usaha', 'mu', 'untuk', 'bersama', 'jika', 'tidak', 'sefreskuensi', 'maka', 'akan', 'sia', 'sia', 'tidak', 'akan', 'ketemu']","['waduuuh', 'njero']"
3895,SoundOfYogi,Gue gak percaya propaganda Ughyur. Gue lebih gak percaya propaganda pemerintah cinazi,12/25/19 6:03,ngurahsaka,,12/25/19 6:06,"['gue', 'enggak', 'percaya', 'propaganda', 'ughyur', 'gue', 'lebih', 'enggak', 'percaya', 'propaganda', 'pemerintah', 'cinazi']",['nan']
3896,arisetia5678,Alun alun hujan hujan gek tetep aja rame yaa ,12/21/19 7:52,Rabbytkyutd_,Tidur nak,12/21/19 8:54,"['alun', 'alun', 'hujan', 'hujan', 'gek', 'tetap', 'saja', 'rame', 'ya']","['tidur', 'nak']"
