,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
3810,umarprihadi,Bismillaahi majreha ÛÒ at Terminal 3,12/7/19 13:37,dhieKang,Wa mursaahaa,12/7/19 13:51,"['bismillaahi', 'majreha', 'at', 'terminal', '3']","['wa', 'mursaahaa']"
3811,Uki23,Orang ini sedang tergetar mentalnya kalau dilihat dari bagaimana ia bicara.,12/1/19 11:11,duo_hh,Muka nya sengak banget. Tapi biasa karena buat nutupin nyalinya yg kecil. Bener istilah tong kosong bunyi nyaring,12/1/19 14:48,"['orang', 'ini', 'sedang', 'tergetar', 'mentalnya', 'kalau', 'dilihat', 'dari', 'bagaimana', 'ia', 'bicara']","['muka', 'nya', 'sengak', 'banget', 'tapi', 'biasa', 'karena', 'buat', 'menutupi', 'nyalinya', 'yang', 'kecil', 'benar', 'istilah', 'tong', 'kosong', 'bunyi', 'nyaring']"
3812,fermendkis,Apa yang menyebalkan dari hujan? Mau grebfud tapi kasihan abangnya kehujanan.,12/31/19 9:51,Sinta_dfk,Mendingan abangnya dijemput,12/31/19 10:29,"['apa', 'yang', 'menyebalkan', 'dari', 'hujan', 'mau', 'grebfud', 'tapi', 'kasihan', 'abangnya', 'kehujanan']","['mendingan', 'abangnya', 'dijemput']"
3813,tiwiitj,"aku pernah kehilangan kucing ku , trs aku ketemu kucing2 di luar aku bilang 'tolong liko suruh pulang dong,aku kgn'besok paginya kucing ku tb tb tidur an dpn pintu",12/27/19 9:00,ilaans1,"Bener kan mba  .Mutualan dulu dong",12/27/19 9:00,"['aku', 'pernah', 'kehilangan', 'kucing', 'ku', 'terus', 'aku', 'ketemu', 'kucing2', 'di', 'luar', 'aku', 'bilang', 'tolong', 'liko', 'suruh', 'pulang', 'dong', 'aku', 'kangen', 'besok', 'paginya', 'kucing', 'ku', 'tb', 'tb', 'tidur', 'an', 'depan', 'pintu']","['benar', 'kan', 'mbak', 'mutualan', 'dulu', 'dong']"
3814,chicohakim,"Kalau Û÷rapihÛª, memang iya. Kalau Û÷putihÛª kayaknya itu efek kamera/Cahaya deh.. soalnya perokok & pminum kopi seperti gue ngga bakal putih2 amat giginya ",12/29/19 7:33,AmbarwatiRexy,Dibandingin punya mas Tukul masih putihan gigimu. (Jangan bilang mas Tukul aku bilang gitu ya).,12/29/19 8:20,"['kalau', 'rapih', 'memang', 'iya', 'kalau', 'putih', 'kayaknya', 'itu', 'efek', 'kamera', 'cahaya', 'deh', 'soalnya', 'perokok', 'pminum', 'kopi', 'seperti', 'gue', 'enggak', 'bakal', 'putih2', 'amat', 'giginya']","['dibandingin', 'punya', 'mas', 'tukul', 'masih', 'putihan', 'gigimu', 'jangan', 'bilang', 'mas', 'tukul', 'aku', 'bilang', 'begitu', 'ya']"
3815,naaazzzs,terakhir charger kemarin pagi jam 9,12/25/19 8:31,nuvuyyy,3,12/25/19 8:32,"['terakhir', 'charger', 'kemarin', 'pagi', 'jam', '9']",['3']
3816,Robyarto,Lagi ngebut mata kejatohan aer. Mantab!,12/21/19 11:27,deesilaisila,Ahahha,12/21/19 14:38,"['lagi', 'ngebut', 'mata', 'kejatohan', 'air', 'mantab']",['ahahha']
3817,ayyput_,"ÊÛ Punya pacar cantik/ganteng bukan jaminan kebahagiaan,apalagi yang Jelek.",12/13/19 4:51,Julianmj_,,12/13/19 12:42,"['punya', 'pacar', 'cantik', 'ganteng', 'bukan', 'jaminan', 'kebahagiaan', 'apalagi', 'yang', 'jelek']",['nan']
3818,PaassM,"Udaranya mantap ,,Jakarta selatan mantap angin malam.nya",12/11/19 8:26,aufal98561609,,12/11/19 11:12,"['udaranya', 'mantap', 'jakarta', 'selatan', 'mantap', 'angin', 'malam', 'nya']",['nan']
3819,Ekocahyono_,"Hei ica, punya hubungan lama terus kandas itu emang pasti sulit ga akan mudah, kita sama, aku juga 8 tahun berhubungan terus udahan tahun lalu. Meski tersrok-seok aku bisa bertahan sampe sekarang, dan kamu juga pasti bisa juga, semangaattt.",12/9/19 15:12,akuicahehe,YOK BANGKIT YOK,12/10/19 7:18,"['hei', 'ica', 'punya', 'hubungan', 'lama', 'terus', 'kandas', 'itu', 'memang', 'pasti', 'sulit', 'enggak', 'akan', 'mudah', 'kita', 'sama', 'aku', 'juga', '8', 'tahun', 'berhubungan', 'terus', 'udahan', 'tahun', 'lalu', 'meski', 'tersrok', 'seok', 'aku', 'bisa', 'bertahan', 'sampai', 'sekarang', 'dan', 'kamu', 'juga', 'pasti', 'bisa', 'juga', 'semangaattt']","['yuk', 'bangkit', 'yuk']"
3820,RizkySH25,Hilih khintil. Hilih khintil. Hilih khintil. Hilih khintil. Hilih khintil. Ja ja ja.....,12/7/19 11:18,Indridyt,Abanggg main yukk,12/7/19 13:51,"['hilih', 'khintil', 'hilih', 'khintil', 'hilih', 'khintil', 'hilih', 'khintil', 'hilih', 'khintil', 'saja', 'saja', 'saja']","['abanggg', 'main', 'yuk']"
3821,_aadis,Kenapa sukses itu ukuran harta? Karena kalo beli mobil gak bisa bayar pake pahala,12/1/19 9:07,Ainurridho_,Invalid,12/1/19 14:48,"['kenapa', 'sukses', 'itu', 'ukuran', 'harta', 'karena', 'kalo', 'beli', 'mobil', 'enggak', 'bisa', 'bayar', 'pakai', 'pahala']",['invalid']
3822,TimMarbun,"Kenapa Amerika disebut negara maju?? Padahal Indonesia aja udah tahun 2020, Amerika masih di 2019.",12/31/19 9:45,sauki__,Karena pasukanya banyak.,12/31/19 11:01,"['kenapa', 'amerika', 'disebut', 'negara', 'maju', 'padahal', 'indonesia', 'saja', 'sudah', 'tahun', '2020', 'amerika', 'masih', 'di', '2019']","['karena', 'pasukanya', 'banyak']"
3823,Iqbalkuntoro1,Ada nya bale,12/27/19 8:37,Oyan882Royani,Amben ae,12/27/19 9:00,"['ada', 'nya', 'bale']","['amben', 'saja']"
3824,purreeell,Disini yg chaser siapa,12/29/19 7:07,kenthangoren,Aku (kayaknya),12/29/19 8:20,"['disini', 'yang', 'chaser', 'siapa']","['aku', 'kayaknya']"
3825,naaazzzs,tebak batre yuk! aku end kalo udah ada yg bener...,12/25/19 8:27,naaazzzs,terakhir charger kemarin pagi jam 9,12/25/19 8:31,"['tebak', 'batre', 'yuk', 'aku', 'end', 'kalo', 'sudah', 'ada', 'yang', 'benar']","['terakhir', 'charger', 'kemarin', 'pagi', 'jam', '9']"
3826,sabdaps,"Assuming orang kyk gini sebarannya rata & rating is a competitive game yg bukan absolute valuenya yg penting. So, selama asumsi distribusinya terpenuhin ya semua akan rugi scr merata, jadi bisa jadi ga masalah and tetep adil walaupun ngeselin hehe.",12/21/19 11:23,Cittairlanie,"Ah ya, true ! btw, itu rugi/untung secara merata yaa, karena persepsi skor rating itu rugi/untung kan juga relatif terhadap capaian dari all players involved hehe.",12/21/19 14:38,"['assuming', 'orang', 'kayak', 'begini', 'sebarannya', 'rata', 'rating', 'is', 'a', 'competitive', 'game', 'yang', 'bukan', 'absolute', 'valuenya', 'yang', 'penting', 'so', 'selama', 'asumsi', 'distribusinya', 'terpenuhin', 'ya', 'semua', 'akan', 'rugi', 'secara', 'merata', 'jadi', 'bisa', 'jadi', 'enggak', 'masalah', 'and', 'tetap', 'adil', 'walaupun', 'mengesalkan', 'hehe']","['ah', 'ya', 'true', 'btw', 'itu', 'rugi', 'untung', 'secara', 'merata', 'ya', 'karena', 'persepsi', 'skor', 'rating', 'itu', 'rugi', 'untung', 'kan', 'juga', 'relatif', 'terhadap', 'capaian', 'dari', 'all', 'players', 'involved', 'hehe']"
3827,cehpr,"Gausah bacot asu2 soal sertifikasi halal MUI, kalau wapres lu Ketua MUI, what do u expect, peasants.",12/13/19 4:18,novalianaaja,"sabar kak, sabar",12/13/19 12:42,"['enggak usah', 'bacot', 'asu2', 'soal', 'sertifikasi', 'halal', 'mui', 'kalau', 'wapres', 'lu', 'ketua', 'mui', 'what', 'do', 'untuk', 'expect', 'peasants']","['sabar', 'kak', 'sabar']"
3828,JoPermadi,Andai jkt cm sebatas sudirman thamrin ,12/11/19 7:57,dikasman_73,Sama pak andai Indonesia cuma sebatas Jawa dan Bali... ,12/11/19 11:12,"['andai', 'jakarta', 'cuma', 'sebatas', 'sudirman', 'thamrin']","['sama', 'pak', 'andai', 'indonesia', 'cuma', 'sebatas', 'jawa', 'dan', 'bali']"
3829,PayLaterr,"Keinget dulu, ekonomi keluarga lagi susah banget sampe - sampe gw makan nasi sama Garem doang ",12/9/19 11:38,abdul_cis,Sekarang?,12/9/19 14:25,"['keinget', 'dulu', 'ekonomi', 'keluarga', 'lagi', 'susah', 'banget', 'sampai', 'sampai', 'gue', 'makan', 'nasi', 'sama', 'garem', 'doang']",['sekarang']
3830,Tyows,GAK KUAAAT JANTUNG AWAK INI BANG! BARU 9 MENIT UDAH TINGGI TEMPONYA ,12/7/19 9:40,donnykusmadi,Kaya main fifa bang,12/7/19 9:59,"['enggak', 'kuaaat', 'jantung', 'awak', 'ini', 'bang', 'baru', '9', 'menit', 'sudah', 'tinggi', 'temponya']","['kaya', 'main', 'fifa', 'bang']"
3831,cehpr,"Besok bisa ngantor gak ya, ada reuni akbar yang difasilitasi kan. Hadeeeh.",12/1/19 9:01,nimasdisri,Ini yg gue pikirin dr kmrn kak. Mana gue turun stasiun yg jd pusat mobilisasi mereka lagi ,12/1/19 14:48,"['besok', 'bisa', 'ngantor', 'enggak', 'ya', 'ada', 'reuni', 'akbar', 'yang', 'difasilitasi', 'kan', 'hadeeeh']","['ini', 'yang', 'gue', 'pikirin', 'dokter', 'kemarin', 'kak', 'mana', 'gue', 'turun', 'stasiun', 'yang', 'jadi', 'pusat', 'mobilisasi', 'mereka', 'lagi']"
3832,pardedereza,"Berarti Tahun ini, yang lahir tahun 2000. Umur nya 20 tahun ya ? Haaaaaaaaa........ Saya sudah tua sekali ",12/31/19 9:42,adthnw,"Tp tp, yg kelahiran 29februari masih umur 5 tahun bwang :(",12/31/19 9:49,"['berarti', 'tahun', 'ini', 'yang', 'lahir', 'tahun', '2000', 'umur', 'nya', '20', 'tahun', 'ya', 'haaaaaaaaa', 'saya', 'sudah', 'tua', 'sekali']","['tapi', 'tapi', 'yang', 'kelahiran', '29februari', 'masih', 'umur', '5', 'tahun', 'bwang']"
3833,Mindra_AZ,Waktu kuliah berarti dia pinter bngt ya,12/27/19 7:05,Putra_Sangihe,,12/27/19 7:08,"['waktu', 'kuliah', 'berarti', 'dia', 'pintar', 'banget', 'ya']",['nan']
3834,Tyows,Haland ke Dortmund.. Manchester United beli Ashley Barnes aje udah. Kemarin Ole terlihat ngobrol panjang sama doi abis game di lapangan ,12/29/19 6:47,abunsamsul,Fans emyu ama pemain sekelas Haland aje udh ngiler.. padahalaen otot doang tuh bocah.,12/29/19 6:54,"['haland', 'ke', 'dortmund', 'manchester', 'united', 'beli', 'ashley', 'barnes', 'saja', 'sudah', 'kemarin', 'ole', 'terlihat', 'mengobrol', 'panjang', 'sama', 'doi', 'habis', 'game', 'di', 'lapangan']","['fans', 'emyu', 'sama', 'pemain', 'sekelas', 'haland', 'saja', 'sudah', 'ngiler', 'padahalaen', 'otot', 'doang', 'tuh', 'bocah']"
3835,nabilanabilan2,"Cepat atau lambat kau akan tahu kelakuan temanmu, bahkan kadang kau hanya akan mampu berujar dan menuruti ke inginannya, dan kau tak perlu menyesal, karena di pertemukan dengan teman yang salah. Karena ada dua dalam hal itu, 1. Mengubah kemungkinan, 2. Sabar dengan keadaan.",12/25/19 7:46,AldoMSN91,Berubah haluan. Atau bertahan dgn tekanan,12/25/19 8:31,"['cepat', 'atau', 'lambat', 'kau', 'akan', 'tahu', 'kelakuan', 'temanmu', 'bahkan', 'kadang', 'kau', 'hanya', 'akan', 'mampu', 'berujar', 'dan', 'menuruti', 'ke', 'inginannya', 'dan', 'kau', 'tak', 'perlu', 'menyesal', 'karena', 'di', 'pertemukan', 'dengan', 'teman', 'yang', 'salah', 'karena', 'ada', 'dua', 'dalam', 'hal', 'itu', '1', 'mengubah', 'kemungkinan', '2', 'sabar', 'dengan', 'keadaan']","['berubah', 'haluan', 'atau', 'bertahan', 'dengan', 'tekanan']"
3836,Fazureee,"everything happens for a reason. orang yg dulunya selalu ada buat kita, yg dulunya nemenin, mau ngedengerin keluh kesah cerita kita. suatu saat pasti akan pergi. jg, entah dgn jalannya sendiri atau hal lainnya. Orang yang dateng dan pergi, punya perannya masing2 di hidup kita.",12/21/19 10:36,Fazureee,ikhlas kehilangan org yg berarti dlm hidup kita emang susah. Susah bgt. But you must remember one thing. 'Kamu bisa tenang naik pesawat tanpa kenal sm pilotnya. Lalu kenapa harus resah menjalani hidup padahal tahu Tuhan yg  mengatur segalanya'.,12/21/19 14:38,"['everything', 'happens', 'for', 'a', 'reason', 'orang', 'yang', 'dulunya', 'selalu', 'ada', 'buat', 'kita', 'yang', 'dulunya', 'nemenin', 'mau', 'ngedengerin', 'keluh', 'kesah', 'cerita', 'kita', 'suatu', 'saat', 'pasti', 'akan', 'pergi', 'juga', 'entah', 'dengan', 'jalannya', 'sendiri', 'atau', 'hal', 'lainnya', 'orang', 'yang', 'datang', 'dan', 'pergi', 'punya', 'perannya', 'masing-masing', 'di', 'hidup', 'kita']","['ikhlas', 'kehilangan', 'orang', 'yang', 'berarti', 'dalam', 'hidup', 'kita', 'memang', 'susah', 'susah', 'banget', 'but', 'you', 'must', 'remember', 'one', 'thing', 'kamu', 'bisa', 'tenang', 'naik', 'pesawat', 'tanpa', 'kenal', 'sama', 'pilotnya', 'lalu', 'kenapa', 'harus', 'resah', 'menjalani', 'hidup', 'padahal', 'tahu', 'tuhan', 'yang', 'mengatur', 'segalanya']"
3837,nabilanabilan2,"Punya hati itu jangan kayak gantungan baju, udah di jemur di gantung pula. Cuma di buat panas dinginÉ Urusan hati bisa pindah bukan?",12/13/19 4:02,dy6_xa,Bukan,12/13/19 12:42,"['punya', 'hati', 'itu', 'jangan', 'kayak', 'gantungan', 'baju', 'sudah', 'di', 'jemur', 'di', 'gantung', 'pula', 'cuma', 'di', 'buat', 'panas', 'dingin', 'urusan', 'hati', 'bisa', 'pindah', 'bukan']",['bukan']
3838,Haidar_Bagir,"Ada yg kelupaan, Islam Tuhan, Islam Manusia juga bisa dibaca kapan saja, karena itu tulisan2 yg relatif populer ttg berbagai oersoalan keagamaan...",12/11/19 6:49,anndyriyan,"Kalau saya, memulai buku-buku bapak dari Islam Tuhan Islam Manusia, kemudian melompat Semesta cinta, baru dari Allah Menuju Allah dan Belajar hidup dari Rumi.",12/11/19 11:12,"['ada', 'yang', 'kelupaan', 'islam', 'tuhan', 'islam', 'manusia', 'juga', 'bisa', 'dibaca', 'kapan', 'saja', 'karena', 'itu', 'tulisan2', 'yang', 'relatif', 'populer', 'tentang', 'berbagai', 'oersoalan', 'keagamaan']","['kalau', 'saya', 'memulai', 'buku', 'buku', 'bapak', 'dari', 'islam', 'tuhan', 'islam', 'manusia', 'kemudian', 'melompat', 'semesta', 'cinta', 'baru', 'dari', 'allah', 'menuju', 'allah', 'dan', 'belajar', 'hidup', 'dari', 'rumi']"
3839,Uki23,(((adil sejak dalam pikiran))),12/9/19 9:43,anwar_suprijadi,Kita tau barang konsumtif yg diimpor ada dari jaman Indonesia merdeka..karena Indonesia adalah bagian dari dunia.. Yang penting eksekutif dan legislatif bisa berjalan seiring untuk kebutuhan rakyat tanpa ada embel2 KORUPSI!!,12/9/19 10:25,"['adil', 'sejak', 'dalam', 'pikiran']","['kita', 'tau', 'barang', 'konsumtif', 'yang', 'diimpor', 'ada', 'dari', 'jaman', 'indonesia', 'merdeka', 'karena', 'indonesia', 'adalah', 'bagian', 'dari', 'dunia', 'yang', 'penting', 'eksekutif', 'dan', 'legislatif', 'bisa', 'berjalan', 'seiring', 'untuk', 'kebutuhan', 'rakyat', 'tanpa', 'ada', 'embel2', 'korupsi']"
3840,Tyows,6 menit udah deg deg serrr aeee nih game ,12/7/19 9:37,agunkwicaksana,shaw berasa berat banget lari,12/7/19 9:38,"['6', 'menit', 'sudah', 'deg', 'deg', 'serrr', 'aeee', 'nih', 'game']","['shaw', 'berasa', 'berat', 'banget', 'lari']"
3841,AgustinHyuuga,"Aku sayang kamu, tapi aku lebih sayang diriku sendiri ",12/1/19 8:59,JamesBo17635056,Betul,12/1/19 9:01,"['aku', 'sayang', 'kamu', 'tapi', 'aku', 'lebih', 'sayang', 'diriku', 'sendiri']",['betul']
3842,pangeransiahaan,"Hipotesis: semakin mahal sepiring nasi goreng, semakin banyak topping gak penting di piring untuk menjustifikasi harga yang mahal.",12/31/19 9:20,nurilpmr,betul,12/31/19 9:21,"['hipotesis', 'semakin', 'mahal', 'sepiring', 'nasi', 'goreng', 'semakin', 'banyak', 'topping', 'enggak', 'penting', 'di', 'piring', 'untuk', 'menjustifikasi', 'harga', 'yang', 'mahal']",['betul']
3843,musniumar,"Sy br mnylsikn tlisn bertajuk ""Proyeksi Sosial 2020: Tantangan dan Hrpn."" 5 Tntngn berat yg kt hadapi. Ada lima hrpn. Slh st hrpn: ""Spy dilkkn politik merangkul jangan politik mmkl dgn isu radikalisme, terorisme, anti Pancasila, intoleran."" akhir tlsn ""Didlm ksltn ada kemudahan""",12/27/19 6:57,BgtSuryana,Maaf Prof @musniumar tulisannya ada dimana?,12/27/19 13:36,"['saya', 'baru', 'mnylsikn', 'tlisn', 'bertajuk', 'proyeksi', 'sosial', '2020', 'tantangan', 'dan', 'hrpn', '5', 'tntngn', 'berat', 'yang', 'kita', 'hadapi', 'ada', 'lima', 'hrpn', 'salah', 'st', 'hrpn', 'supaya', 'dilkkn', 'politik', 'merangkul', 'jangan', 'politik', 'mmkl', 'dengan', 'isu', 'radikalisme', 'terorisme', 'anti', 'pancasila', 'intoleran', 'akhir', 'tlsn', 'didlm', 'ksltn', 'ada', 'kemudahan']","['maaf', 'prof', 'tulisannya', 'ada', 'dimana']"
3844,isfunnyyyy,Waktu kecil diajarin : Sopan santun. Udah gede diajarin : So Fun Santuy,12/29/19 6:11,aiaingsahaa,Bnr bgt,12/29/19 6:54,"['waktu', 'kecil', 'diajarin', 'sopan', 'santun', 'sudah', 'gede', 'diajarin', 'so', 'fun', 'santuy']","['benar', 'banget']"
3845,Iqbalkuntoro1,Para munafik memang pandai menutupi keburukannya,12/25/19 7:17,JohnIrwan4,Munawarman ngaca diri dulu lah...,12/25/19 8:31,"['para', 'munafik', 'memang', 'pandai', 'menutupi', 'keburukannya']","['munawarman', 'mengaca', 'diri', 'dulu', 'lah']"
3846,Therealazaay,Yang rame di Twitter itu 1. Foto Shirtless 2. Pamer Kemesraan 3. Kumpul sama selebtweet 4. Giveaway Apalagi hayooooo?,12/21/19 10:00,sinamabanyak,Apa ya ,12/21/19 14:38,"['yang', 'rame', 'di', 'twitter', 'itu', '1', 'foto', 'shirtless', '2', 'pamer', 'kemesraan', '3', 'kumpul', 'sama', 'selebtweet', '4', 'giveaway', 'apalagi', 'hayooooo']","['apa', 'ya']"
3847,wufaliang,Yg pasti yg layak diacungi jempol adalah fotografer yg bisa dapat ambil foto ini. Foto ini keren kalau pendapat saya,12/13/19 3:20,Irvanariyanto2,,12/13/19 12:42,"['yang', 'pasti', 'yang', 'layak', 'diacungi', 'jempol', 'adalah', 'fotografer', 'yang', 'bisa', 'dapat', 'ambil', 'foto', 'ini', 'foto', 'ini', 'keren', 'kalau', 'pendapat', 'saya']",['nan']
3848,chaeunw0o0,"Ya Tuhan kalo kesabaran itu susah didapat, yauda aku minta dikasi rasa ÛÏbodo amatÛ sebanyak banyaknya aja ",12/11/19 6:06,awwwmlubnget,Nohhhh,12/11/19 11:12,"['ya', 'tuhan', 'kalo', 'kesabaran', 'itu', 'susah', 'didapat', 'yauda', 'aku', 'minta', 'dikasi', 'rasa', 'bodo', 'amat', 'sebanyak', 'banyaknya', 'saja']",['nohhhh']
3849,edimaha233,"Mungkin anda punya prestasi hebat,mengukir sejarah dan diakui dunia.. tapi saat anda gagal membekali anak anda dengan ilmu agama, semua prestasi itu tak bermakna. Semoga temen-temen yg udah jadi orang tua dikaruniakan Allah putra/putri yg yg paham ilmu agama dan mengamalkannya ÛÒ at Hotel Horison",12/9/19 8:56,alardabili,Mencetak Generasi Qur'ani.  insya Alloh,12/9/19 9:03,"['mungkin', 'anda', 'punya', 'prestasi', 'hebat', 'mengukir', 'sejarah', 'dan', 'diakui', 'dunia', 'tapi', 'saat', 'anda', 'gagal', 'membekali', 'anak', 'anda', 'dengan', 'ilmu', 'agama', 'semua', 'prestasi', 'itu', 'tak', 'bermakna', 'semoga', 'teman', 'teman', 'yang', 'sudah', 'jadi', 'orang', 'tua', 'dikaruniakan', 'allah', 'putra', 'putri', 'yang', 'yang', 'paham', 'ilmu', 'agama', 'dan', 'mengamalkannya', 'at', 'hotel', 'horison']","['mencetak', 'generasi', 'qurani', 'insya', 'allah']"
3850,masnovaa,yang bengkok kanan ternyata niqmat,12/7/19 8:44,paramooor,kalau yang bertasbih gimana bang?,12/7/19 8:56,"['yang', 'bengkok', 'kanan', 'ternyata', 'niqmat']","['kalau', 'yang', 'bertasbih', 'bagaimana', 'bang']"
3851,missHOTRODqueen,Hai            Kamu Yang  Norak. Masih mau nyoba atur atur hidup aku? ,12/1/19 8:56,SAL0NPAS,"masih kak, soalnya ngatur hidup orang lebih mudah dari pada ngatur hidupnya sendiri",12/1/19 9:01,"['hai', 'kamu', 'yang', 'norak', 'masih', 'mau', 'mencoba', 'atur', 'atur', 'hidup', 'aku']","['masih', 'kak', 'soalnya', 'mengatur', 'hidup', 'orang', 'lebih', 'mudah', 'dari', 'pada', 'mengatur', 'hidupnya', 'sendiri']"
3852,strasysty,2020 mau jadi orang baik tapi gamau terlalu baik kayak kemaren soalnya jadi cuma dimanfaatin,12/31/19 7:36,strasysty,hehe bercanda,12/31/19 7:36,"['2020', 'mau', 'jadi', 'orang', 'baik', 'tapi', 'enggak mau', 'terlalu', 'baik', 'kayak', 'kemarin', 'soalnya', 'jadi', 'cuma', 'dimanfaatin']","['hehe', 'bercanda']"
3853,dedyriyadi,"Malam MinimalisDengan segelas kopidan sejalas mimpimalam terhidang --Siapa menabur rinduke atas bidang persegi?Langit hitam, gemintangsembunyi. Pada luasankertas, pena jadi penari --Siapa meningkah dengantepuk dan mengentak kaki?Sepi mabuk sendiri.2019",12/27/19 6:34,dedyriyadi,Typo *sejelas,12/27/19 6:36,"['malam', 'minimalis', 'dengan', 'segelas', 'kopi', 'dan', 'sejalas', 'mimpi', 'malam', 'terhidang', 'siapa', 'menabur', 'rindu', 'ke', 'atas', 'bidang', 'persegi', 'langit', 'hitam', 'gemintang', 'sembunyi', 'pada', 'luasan', 'kertas', 'pena', 'jadi', 'penari', 'siapa', 'meningkah', 'dengan', 'tepuk', 'dan', 'mengentak', 'kaki', 'sepi', 'mabuk', 'sendiri', '2019']","['typo', 'sejelas']"
3854,renjunruu,"Dan akhirnya dia jelasin panjang lebar kalau aku gabolrh suicide dngn car sprt ini. Dia bikin aku jd kuat krna ak udah kehilangan segalanya (trmsk my family), jd aku mutusin buat pergi dr zona nyamanku dan hidup sprt sekarang. Menjadi seorang fangirl kembali.",12/29/19 6:01,renjunruu,"Aku nangis seketika liat video ini. Keinget bbrp bulan yang lalu aku terpuruk kaya gini, kata kata cewe itu persis kek temenku yang kemarin nolongin aku. Ahh, thank u banget videonya",12/29/19 6:54,"['dan', 'akhirnya', 'dia', 'jelasin', 'panjang', 'lebar', 'kalau', 'aku', 'gabolrh', 'suicide', 'dngn', 'car', 'seperti', 'ini', 'dia', 'bikin', 'aku', 'jadi', 'kuat', 'karena', 'aku', 'sudah', 'kehilangan', 'segalanya', 'trmsk', 'my', 'family', 'jadi', 'aku', 'mutusin', 'buat', 'pergi', 'dokter', 'zona', 'nyamanku', 'dan', 'hidup', 'seperti', 'sekarang', 'menjadi', 'seorang', 'fangirl', 'kembali']","['aku', 'menangis', 'seketika', 'lihat', 'video', 'ini', 'keinget', 'beberapa', 'bulan', 'yang', 'lalu', 'aku', 'terpuruk', 'kaya', 'begini', 'kata', 'kata', 'cewek', 'itu', 'persis', 'kayak', 'temenku', 'yang', 'kemarin', 'menolong', 'aku', 'ah', 'thank', 'untuk', 'banget', 'videonya']"
3855,gusumarAbraham,"Istri diceraikan dgn alasan tidak cocok, apa msh berhak bicara keluarga sakinah dlm ceramahnya?",12/25/19 7:12,zoelhamza,Boleh lah!! Daripada dengerin ceramah para penjilat2 dinegeri ini.!! Ga ada zat nya sma sekali.,12/25/19 8:31,"['istri', 'diceraikan', 'dengan', 'alasan', 'tidak', 'cocok', 'apa', 'masih', 'berhak', 'bicara', 'keluarga', 'sakinah', 'dalam', 'ceramahnya']","['boleh', 'lah', 'daripada', 'dengerin', 'ceramah', 'para', 'penjilat2', 'dinegeri', 'ini', 'enggak', 'ada', 'zat', 'nya', 'sama', 'sekali']"
3856,banyu_langit16,Cakung cakung. Enak cuddle ,12/21/19 9:21,apagesuka2gue,Kuy,12/21/19 14:38,"['cakung', 'cakung', 'enak', 'cuddle']",['yuk']
3857,anasurbaningrum,"Kirim doa untuk almarhum Mas Sulastomo, Ketua Umum PB HMI 1963-1966. Semoga husnul khatimah. Lahu al-Fatihah. *admin",12/13/19 3:03,SugiatnoB,"Amiiin,,,  tuk ms anas sehat selalu,,,",12/13/19 3:07,"['kirim', 'doa', 'untuk', 'almarhum', 'mas', 'sulastomo', 'ketua', 'umum', 'pb', 'hmi', '1963', '1966', 'semoga', 'husnul', 'khatimah', 'lahu', 'al', 'fatihah', 'admin']","['amin', 'untuk', 'masih', 'anas', 'sehat', 'selalu']"
3858,JalurCikarang,12.12 wow ga Terasa Bsk Hari Jadinya Jalur Cikarang yang pertamaÉ Yuk ikutan Ucapan Yang paling Kreatif dan menarik Buat Jalur Cikarang.. Akan ada Hadiah menarik Menanti Buat Sobat Cimin Untuk 1 Org terAmbyarrrÉ,12/11/19 5:58,JalurCikarang,Gampang kok caranya: 1. Follow Twitter Jalur Cikarang 2. Love dan Reetweet 3. Kirim Ucapan Mau Gambar atau Video.  Jangan Lupa Hastag #JalurCikarang1 #SobatCimin. Di mUlai Besok tgl 12.12.19 Jam 00.01 sampe 12.12.19 Jam 23.59,12/11/19 6:00,"['12', '12', 'wow', 'enggak', 'terasa', 'besok', 'hari', 'jadinya', 'jalur', 'cikarang', 'yang', 'pertama', 'yuk', 'ikutan', 'ucapan', 'yang', 'paling', 'kreatif', 'dan', 'menarik', 'buat', 'jalur', 'cikarang', 'akan', 'ada', 'hadiah', 'menarik', 'menanti', 'buat', 'sobat', 'cimin', 'untuk', '1', 'orang', 'terambyarrr']","['gampang', 'kok', 'caranya', '1', 'follow', 'twitter', 'jalur', 'cikarang', '2', 'love', 'dan', 'reetweet', '3', 'kirim', 'ucapan', 'mau', 'gambar', 'atau', 'video', 'jangan', 'lupa', 'hastag', 'di', 'mulai', 'besok', 'tanggal', '12', '12', '19', 'jam', '00', '01', 'sampai', '12', '12', '19', 'jam', '23', '59']"
